SampleID,SOC (%),Catch,Conv,Elev,DevME A,DevME B,DevME C,DevME D,DiffME A,DiffME B,DiffME C,DiffME D,EDF MID,EDF NE,EDF NW,EDF SE,EDF SW,EDF E,EDF N,Gcurv,Hillshade,LS,MDM A,MDM B,MDM C,MDMS A,MDMS B,MDMS C,MED A,MED B,MED C,MEDS A,MEDS B,MEDS C,MRRTF,MRVBF,MSP,MSTPI,NormH,Plan,Pro,RSP,SLength,SlopeH,Slope,SPI,StanH,SVF,SWI,TCurv,TPI,TRI,TWI,VDepth,VIS,NDVI_max,NDVI_median,NDVI_sd,X (DD),Y (DD)
42,4.92,2924.649658,-3.380111456,398.8870239,-0.242031291,-0.207636043,-0.364475459,-1.171890616,-0.039008263,-0.071995467,-0.41770491,-4.934506416,213.4537354,1227.013672,1521.697266,1332.502319,1607.968384,797.5,932.5,-0.000793457,0.769092798,0.151534259,-0.127626419,-2.307256699,-7.500073433,19,59,199,-0.237508655,-0.80450958,-1.519311309,6,59,185,0.354608268,7.889332294,0.789169669,-0.170220688,0.10541518,-0.021901067,-0.000169327,0,116.5685425,0.879211247,0.010381524,30.36341286,394.2190857,0.999521494,9.716691017,8.30E-08,-0.102603838,0.032909244,12.54862118,7.461250305,98.74555206,0.946134806,0.606656551,0.294638956,-80.265121,43.711272
43,5.32,13606.25781,-6.326014042,398.8193359,-0.388664722,-0.323069394,-0.401463777,-1.183314681,-0.057024792,-0.106031746,-0.462614894,-4.979700089,204.3587494,1241.677246,1527.010986,1323.541626,1594.290649,802.5,947.5,-0.001208496,0.756612897,0.148991004,-0.171393335,-2.353943348,-7.569008827,19,59,199,-0.368912816,-0.814127207,-1.527420998,6,59,188,0.202267244,7.891750813,0.7892735,-0.237727746,0.10536325,-0.039684117,-0.000243745,0,135,0.931205809,0.009083297,123.5930786,394.2117004,0.999508917,9.664782524,2.00E-07,-0.138486341,0.0289352,14.21957588,7.90684557,98.73208618,0.945433319,0.688552558,0.281111284,-80.265218,43.711137
44,5.65,10638.7793,-1.465552807,398.7834167,-0.228443608,-0.155886993,-0.379179955,-1.18544209,-0.034545455,-0.052879818,-0.444821298,-4.991356373,191.2132263,1259.588257,1528.581909,1317.786987,1576.883789,812.5,962.5,-0.000893555,0.748840332,0.15288879,-0.119516931,-2.371523142,-7.608616352,19,59,199,-0.235642314,-0.805459023,-1.531243443,6,59,191,0.230464265,7.894766331,0.791230619,-0.151689351,0.104384705,-0.006859005,-0.000381406,0,160.2081909,0.990392923,0.009522868,101.3147583,394.2029114,0.99948746,9.728610039,1.59E-07,-0.079175055,0.030219745,13.92628956,8.497519493,98.71327209,0.941461921,0.60850805,0.277515592,-80.265292,43.710995
45,4.81,6562.734375,0.543731391,398.8445435,-0.051166113,0.039854132,-0.327792674,-1.164036751,-0.009173553,0.01446712,-0.426396132,-4.89978075,183.3371277,1278.12854,1537.404419,1305.225098,1560.004028,817.5,982.5,-0.000349121,0.738363326,0.186481282,-0.059890535,-2.317709446,-7.540371895,19,59,199,-0.078198187,-0.769298732,-1.509932637,19,59,195,1.412712455,7.896105766,0.80769825,-0.024549987,0.096150883,0.005845034,-0.000246758,0,28.28427124,0.983009458,0.012360988,81.12601471,394.1666565,0.999412417,9.675358772,6.99E-08,-0.015754353,0.039107975,13.18232155,9.240604401,98.63406372,0.93455708,0.523649573,0.29528084,-80.26538,43.710811
46,5.24,7024.769043,3.141100883,398.8856506,0.113006577,0.124666609,-0.303351223,-1.146095157,0.021818181,0.048866212,-0.452805698,-4.831237316,177.5176086,1296.731445,1546.451538,1292.869873,1543.214966,822.5,1002.5,0.000407715,0.740316212,0.198568389,0.051003642,-2.301969051,-7.488730907,11,59,199,0.139432997,-0.74428153,-1.490512729,8,59,193,1.651303172,7.895824432,0.817399383,0.114011928,0.091300316,0.019932637,-5.86E-05,0.002455444,20,0.946882486,0.013165509,92.49000549,394.1453247,0.999316514,9.6223526,7.33E-08,0.006556764,0.041685082,13.18729496,9.424193382,98.53201294,0.928598285,0.603644431,0.2868585,-80.265478,43.710628
47,5.42,27818.22461,1.025592089,398.763916,-0.026536861,-0.085270926,-0.353682429,-1.164175391,-0.005289256,-0.03770975,-0.606259048,-4.929907799,169.0044403,1318.545654,1551.954468,1283.963623,1522.682617,832.5,1022.5,-7.32E-06,0.757144511,0.209745049,-0.145924538,-2.453929424,-7.587571144,19,59,199,-0.160526663,-0.767620921,-1.515098572,19,59,199,0.63444674,7.896290302,0.808500409,-0.046152271,0.095749788,0.007228355,-9.33E-05,0.001130211,60,1.010285497,0.012400834,344.9868774,394.1568604,0.999201477,9.684996605,1.97E-08,-0.085868262,0.039225876,14.62338734,9.541022301,98.36912537,0.937717378,0.641835213,0.292393475,-80.265566,43.710454
48,5.63,15794.39258,-7.764296532,398.7124939,-0.31905219,-0.287280858,-0.386542141,-1.164718628,-0.07371901,-0.140158728,-0.7579844,-4.961485386,167.9657745,1337.240601,1561.477661,1272.089844,1506.058594,837.5,1042.5,-0.001611328,0.741560996,0.188253909,-0.269954264,-2.563758373,-7.612622738,19,59,199,-0.334551364,-0.775562346,-1.524985313,6,59,199,0.204390347,7.890801907,0.772022903,-0.338292569,0.113988534,-0.046668839,-0.000263638,0,170.5635223,1.129295349,0.011612632,183.4227142,394.243927,0.999151766,9.737041473,4.40E-07,-0.195444986,0.03709672,14.12302685,8.77780056,98.37969971,0.932641566,0.599335909,0.30398192,-80.265631,43.710285
49,4.47,262.928772,1.157331824,398.8061523,-0.066179007,-0.044082705,-0.331365943,-1.131773353,-0.019008264,-0.022222223,-0.714579403,-4.863013268,164.8105011,1359.103516,1567.533936,1263.78894,1485.652222,847.5,1062.5,-0.000317383,0.714324057,0.199641272,-0.191287473,-2.532336473,-7.496174335,19,59,199,-0.166432187,-0.736020803,-1.507754087,19,59,199,1.419042349,7.885727406,0.712524831,-0.071318224,0.143737584,0.011265788,-0.000359035,0.003251336,35.35533905,1.215137005,0.017796667,4.679749966,394.4074402,0.99910599,10.08985043,1.81E-07,-0.104367398,0.056297094,9.600522041,7.238720417,98.46633148,0.945140123,0.64450866,0.30760777,-80.265753,43.710116
50,4.02,235.1164856,1.526295781,398.8352051,0.081669256,0.138321638,-0.301862985,-1.115636945,0.023884298,0.070022672,-0.678766489,-4.831744671,162.2112885,1377.06665,1570.449829,1259.489014,1468.438843,857.5,1077.5,0.00026123,0.710764647,0.210537925,-0.132258847,-2.552457809,-7.451349735,19,59,199,0.142942995,-0.718760312,-1.503799915,9,59,199,2.140983343,7.883953571,0.68761456,0.126086593,0.15619272,0.011370764,-8.81E-05,0.009502356,14.14213562,1.121918201,0.0192347,4.522953033,394.4759521,0.999112129,10.09824562,5.56E-08,-0.038731832,0.060841568,9.410997391,6.060991764,98.52588654,0.938167691,0.569386065,0.29931808,-80.265869,43.709961
51,3.99,427.1655579,1.333651066,398.832489,0.147309765,0.181439102,-0.30257687,-1.104065299,0.039008263,0.094172336,-0.716955125,-4.832685947,164.5068359,1398.950439,1577.042358,1251.82373,1448.123779,867.5,1097.5,0.000488281,0.723863244,0.197777212,-0.155274227,-2.62482357,-7.430589676,19,59,199,0.195081532,-0.714505792,-1.505344748,8,59,199,2.232918978,7.875704288,0.643904984,0.186430216,0.178047508,0.003610963,0.000183186,0.012586068,0,1.100853562,0.016857088,7.201449394,394.5883789,0.999163866,9.74889946,1.32E-07,-0.057901509,0.053342525,10.14006138,5.082067013,98.50107574,0.933938265,0.577578485,0.303695793,-80.266005,43.709804
52,3.73,1196.068848,2.489333868,398.7998657,0.193276942,0.123672426,-0.322646558,-1.102068067,0.042314049,0.066961452,-0.785186768,-4.878755569,169.7424469,1420.849243,1583.923096,1244.512939,1427.869873,877.5,1117.5,0.000888672,0.742970467,0.160946652,-0.211807609,-2.708598852,-7.439195633,19,59,199,0.223022282,-0.717863619,-1.512730002,6,59,199,1.938839316,7.864486217,0.657265425,0.229235023,0.171367273,0.009963353,0.00032494,0.013761306,218.4924622,1.09758532,0.011975953,14.32474995,394.5482788,0.999222219,9.474180222,2.37E-07,-0.113725491,0.037960358,11.5116024,5.307285786,98.49246216,0.936641634,0.578995049,0.299000433,-80.266123,43.709634
53,4.15,1456.043945,3.331943989,398.7384338,0.23743628,0.085148118,-0.336004615,-1.107256174,0.047355372,0.047301587,-0.812870204,-4.946783066,173.8174286,1438.823364,1587.5177,1241.052979,1410.748901,887.5,1132.5,0.001105957,0.752271771,0.140851349,-0.238725215,-2.786430359,-7.48367691,19,59,199,0.252907962,-0.72624743,-1.526554465,5,59,199,1.588746428,7.860982895,0.68995744,0.236894459,0.15502128,0.01706228,0.000382453,0.014042097,208.4924469,1.062627673,0.009990623,14.54727077,394.454895,0.999256134,9.429129601,2.91E-07,-0.139799595,0.03174505,11.88955307,5.792093754,98.49372101,0.94008863,0.524507582,0.302328991,-80.266253,43.709473
54,3.62,1796.547119,0.787663758,398.7096558,-0.056112446,-0.142158806,-0.382186025,-1.104238153,-0.010247934,-0.09036281,-0.975533485,-4.990151405,186.5810852,1457.673706,1598.378052,1230.777222,1394.565308,892.5,1152.5,0.000153809,0.769085526,0.097860605,-0.386593789,-2.837079048,-7.485639572,19,59,199,-0.257197052,-0.730885386,-1.531198859,19,59,199,1.067789555,7.825087547,0.715578556,-0.033629816,0.142210737,0.008456018,2.56E-05,0.007993999,141.0660095,1.058691859,0.00606527,10.89667797,394.3858643,0.999226749,9.427125931,4.34E-08,-0.289617091,0.019185131,12.5987854,6.385836601,98.43897247,0.939717412,0.612224162,0.299884945,-80.266353,43.709319
55,3.92,1115.948608,1.805516481,398.6466675,0.08177112,-0.034449976,-0.360672534,-1.108136773,0.014958678,-0.021292517,-0.893273294,-5.059937477,191.3439331,1478.719849,1598.94104,1231.508179,1373.540161,907.5,1167.5,0.000549316,0.770512223,0.073985375,-0.299144089,-2.89070344,-7.533575535,19,59,199,-0.204817161,-0.733476639,-1.546641231,19,59,199,1.373364687,7.843790054,0.737144709,0.082417019,0.131427646,-0.002401769,0.000284347,0.013095121,0,1.016753674,0.00403678,4.504863262,394.3232422,0.999156356,9.540553093,1.78E-07,-0.191509455,0.012869962,12.52976227,6.719470501,98.38454437,0.940138161,0.586586356,0.302008471,-80.266509,43.709142
56,3.91,141.9683533,-7.851133823,398.6439514,0.054947764,-0.013667334,-0.359419763,-1.09781158,0.008347107,-0.008684807,-0.905872107,-5.074415684,204.8475037,1500.654053,1606.848633,1225.545776,1353.500122,917.5,1187.5,4.88E-05,0.787176311,0.034693636,-0.314233601,-2.902868986,-7.512033463,19,59,199,-0.207967535,-0.726466,-1.546820045,19,59,199,2.356954336,7.813007355,0.745659173,0.042209141,0.127170414,-0.283919662,0.000152333,0.015013922,0,1.010626435,0.000450545,0.063963175,394.3016968,0.999065876,9.790359497,5.54E-08,-0.202071056,0.002035044,11.86335945,6.936398029,98.34274292,0.940425515,0.636457086,0.308102291,-80.266674,43.709003
57,3.93,26.07472801,43.79486465,398.6478577,0.630929291,0.342466533,-0.292308956,-1.091409922,0.111487605,0.195374146,-0.696052134,-5.078906059,208.7163086,1517.749146,1604.232666,1230.269287,1335.500854,932.5,1197.5,0.002297363,0.779393852,0.049146403,0.199234813,-2.886819601,-7.498400688,9,59,199,0.771265388,-0.710989475,-1.548455358,3,59,199,2.557367802,7.86679697,0.747817636,0.525854647,0.126091197,0.198641241,0.000765153,0.029640162,0,0.995433569,0.001930738,0.050343532,394.296814,0.999143243,12.12940693,8.84E-07,0.010183597,0.00897469,9.510818481,6.8991189,98.38747406,0.945652187,0.632841349,0.293160586,-80.266823,43.708874
58,3.8,89.6079483,6.282651424,398.5257263,0.52240926,0.329959005,-0.30532825,-1.106390834,0.103057854,0.174467117,-0.702477813,-5.208531857,223.7465057,1542.745117,1609.367065,1228.845947,1311.511475,947.5,1217.5,0.002053223,0.776250899,0.1201839,0.178371191,-3.004466057,-7.596589088,9,59,199,0.526539505,-0.727049112,-1.573785543,5,59,199,2.491165161,7.878695011,0.759301186,0.47872901,0.1203494,0.064621374,0.000406314,0.027056372,21.21320343,0.953436494,0.009597782,0.86006397,394.25354,0.999197781,10.53197289,6.97E-07,-0.017883787,0.030956894,9.141636848,6.968800545,98.40723419,0.944284618,0.598602057,0.303664727,-80.267006,43.708727
59,4.12,472.7330627,2.618729591,398.3753052,0.272169501,0.194343343,-0.335352331,-1.132219076,0.058595043,0.097687073,-0.743813515,-5.359652996,231.43573,1556.779541,1610.454102,1230.269287,1297.521729,957.5,1227.5,0.001120606,0.766227663,0.153066173,-0.181118533,-3.145839453,-7.735219955,19,59,199,0.282302558,-0.753670931,-1.605475664,6,59,199,1.47365272,7.891513824,0.761582732,0.279122233,0.119208626,0.030327274,0.000194254,0.020068383,0,0.982789338,0.012067975,5.705207348,394.230072,0.999182761,9.866922379,4.61E-07,-0.070891142,0.038346775,10.57568264,7.261490822,98.36851501,0.946401715,0.558161378,0.303118435,-80.267143,43.70863
60,3.57,7956.42334,-5.672480583,398.1992188,-0.005952013,0.013748392,-0.364864081,-1.16063273,-0.001239669,0.006485261,-0.768237054,-5.535014153,244.0542908,1577.834717,1612.315918,1232.705322,1276.543213,972.5,1242.5,-6.35E-05,0.749843001,0.153013214,-0.208249629,-3.302305698,-7.893897533,19,59,199,-0.181748986,-0.78122288,-1.642774343,19,59,199,0.209543481,7.908136845,0.764114201,0.031910714,0.117942892,-0.04754195,0.000431207,0.012641327,234.7056732,1.068003893,0.009738609,77.48694611,394.2033386,0.999176085,9.789512634,5.01E-07,-0.106715381,0.030860312,13.6133604,7.987258911,98.40588379,0.942554772,0.553742826,0.290888981,-80.267327,43.708476
61,3.5,2656.932129,-0.293290019,398.1891479,0.086673878,0.106197171,-0.334392309,-1.156200647,0.018099174,0.048208617,-0.683641493,-5.538905621,253.1057129,1591.873901,1613.710815,1234.529297,1262.56189,982.5,1252.5,0.000361328,0.740660071,0.162288457,-0.1253739,-3.295439959,-7.892716885,19,59,199,0.126856148,-0.774621546,-1.645380378,8,59,199,0.308746815,7.916468143,0.770961344,0.119105741,0.114519328,-0.016709143,0.000370304,0.016684445,262.4874878,1.099695802,0.01135324,30.16608429,394.186676,0.999152184,10.24279308,2.88E-07,-0.029297821,0.035949774,12.36313629,8.503013611,98.41811371,0.94243741,0.621474087,0.299443016,-80.267492,43.708397
62,3.79,770.0065918,4.853932381,398.2747192,0.413586497,0.42371285,-0.248610243,-1.125379205,0.079008266,0.175487533,-0.501768351,-5.438293457,272.5114746,1616.868164,1619.95752,1234.610229,1238.653442,997.5,1272.5,0.001616211,0.743622541,0.141472176,0.184735104,-3.180167198,-7.784947872,12,59,199,0.447440326,-0.743965089,-1.627419591,8,59,199,2.5750916,7.923432827,0.761283934,0.373746902,0.119358033,0.036315635,0.00042606,0.028564539,21.21320343,1.176746964,0.0105178,8.099074364,394.21875,0.999179661,10.37127018,3.32E-07,0.135765031,0.033570006,11.20104885,8.682220459,98.46789551,0.948896646,0.640186906,0.300873651,-80.267638,43.708205
63,3.72,1412.167236,2.516616106,398.1818848,0.289691299,0.406659782,-0.239295274,-1.134165406,0.055123966,0.158934236,-0.469572693,-5.515438557,287.7716064,1637.929321,1622.59436,1238.067993,1217.707886,1012.5,1287.5,0.000837402,0.747117937,0.157887921,0.176298082,-3.242815495,-7.835968971,13,59,199,0.398445815,-0.755948484,-1.63858521,10,59,199,2.612731695,7.931789875,0.785661399,0.271740258,0.107169285,0.014041203,0.000256546,0.027794991,25,1.080920219,0.011544366,16.30330086,394.1526794,0.999129057,10.38753605,1.25E-07,0.148882151,0.036583174,11.71439457,9.005180359,98.42483521,0.947541952,0.584836781,0.296897808,-80.267822,43.708076
64,3.48,2780.951416,2.038385391,398.0993652,0.167006657,0.269268095,-0.263257623,-1.142814517,0.030165289,0.099705212,-0.51394248,-5.591931343,303.3356323,1655.902344,1628.500122,1237.744873,1200.838257,1022.5,1302.5,0.000639648,0.75135386,0.156160221,0.119006351,-3.300048828,-7.884502888,12,59,199,0.280658424,-0.769485772,-1.649301291,10,59,199,2.390383005,7.934788227,0.800938725,0.176283106,0.09953063,0.01134992,0.00019715,0.022898816,60,1.026283145,0.010804898,30.04906654,394.1099854,0.999097943,10.33115768,9.21E-08,0.09207423,0.034216166,12.4582653,9.284946442,98.37450409,0.942558765,0.682901204,0.300846167,-80.267989,43.707945
65,3.94,4166.03418,0.936509848,397.9694214,0.109397903,0.128101498,-0.298587441,-1.154178619,0.017851239,0.045623582,-0.569508195,-5.692187786,324.6729126,1680.896362,1635.668823,1239.117676,1177.035522,1037.5,1322.5,0.000378418,0.756430924,0.139741078,0.052238036,-3.390729427,-7.966032505,12,59,199,0.150664195,-0.790097475,-1.666875601,8,59,199,1.017084599,7.938359261,0.805646896,0.095608324,0.097176544,0.002684831,0.000164566,0.013567195,308.8478699,0.977935553,0.009170582,38.20602798,394.0869446,0.999130964,10.21017647,9.86E-08,0.030473076,0.029020606,13.02644634,9.085557938,98.39920807,0.946648061,0.694806695,0.303725088,-80.268144,43.707799
66,4.62,10061.19336,0.244114146,397.8495789,0.104164109,0.122086853,-0.315358818,-1.168450713,0.018760331,0.045124717,-0.577360928,-5.784368038,336.6192322,1698.031982,1635.026733,1246.31958,1159.01355,1052.5,1332.5,0.000505371,0.748635948,0.168474227,0.053858154,-3.482533216,-8.048366547,12,59,199,0.136212751,-0.806499541,-1.684259772,8,59,199,1.553971648,7.942454338,0.798520088,0.094166502,0.100739948,0.001990779,0.000231407,0.001752021,271.7767334,0.952678502,0.010668141,107.3383026,394.0901794,0.999104857,10.16698742,5.41E-08,0.040438075,0.033782601,13.75689697,8.504131317,98.42464447,0.944059968,0.664886296,0.299365345,-80.268313,43.70768
67,4.71,4417.976563,-1.577762365,397.778656,0.001569121,0.041039839,-0.335076153,-1.169286609,0.000330579,0.015827665,-0.615855932,-5.817992687,353.0757751,1716.001953,1641.542725,1246.861084,1142.218262,1062.5,1347.5,-3.17E-05,0.738642395,0.196912542,-0.024476783,-3.51772809,-8.084121704,19,59,199,0.05063216,-0.815883636,-1.691907525,9,59,199,0.827612221,7.943943977,0.810102463,0.02975337,0.094948761,-0.006301682,6.97E-05,0.001873852,38.28427124,0.92524904,0.013587835,60.03443146,394.0592346,0.999077678,10.28175449,9.32E-08,-0.010819756,0.043012798,12.69195557,8.819470406,98.43882751,0.94091624,0.606340826,0.297458485,-80.268483,43.707541
68,4.49,1137.102417,1.053884149,397.6079407,-0.08021678,-0.229758739,-0.387919307,-1.184322119,-0.020330578,-0.086802721,-0.721074998,-5.93089819,375.5828857,1740.994629,1649.564331,1249.424927,1118.509033,1077.5,1367.5,-4.88E-05,0.730436027,0.231541663,-0.125197455,-3.628138065,-8.203748703,19,59,199,-0.222305939,-0.843068182,-1.717189074,10,59,199,0.987111568,7.946410656,0.836985469,-0.092332602,0.081507266,0.008454476,-0.000181421,0.002921703,69.49747467,0.786156535,0.018579859,21.12963486,393.9900818,0.999080479,10.48256588,2.64E-07,-0.117649704,0.058776814,11.02180099,8.8590765,98.44010925,0.934975386,0.642814577,0.294013547,-80.268661,43.707397
69,4.52,20396.36523,-6.932070255,397.3430176,-0.730626047,-0.59660548,-0.478424937,-1.220833421,-0.140247941,-0.235850334,-0.893966675,-6.144394875,393.5257263,1762.062012,1653.741943,1254.935303,1097.662231,1092.5,1382.5,-0.002597656,0.746987104,0.202300981,-0.307209074,-3.833155632,-8.421788216,19,59,199,-0.805299222,-0.891316414,-1.7633425,7,59,199,0.058603976,7.948430061,0.847792804,-0.685336947,0.076103598,-0.044657838,-0.000751023,0,45,0.849890769,0.012262301,250.1188965,393.9486389,0.999111176,10.54870987,1.16E-06,-0.278331369,0.039514512,14.32428741,10.31765938,98.31365204,0.925484359,0.54099524,0.267432992,-80.268833,43.707229
70,5.43,124.9889832,-4.374097347,397.4584351,-0.345503628,-0.146482334,-0.391601086,-1.184653282,-0.080743805,-0.073537417,-0.745098114,-5.992114544,410.5027466,1780.031616,1660.877075,1256.388672,1080.977539,1102.5,1397.5,-0.004162597,0.750050962,0.226650193,-0.164220721,-3.652915716,-8.268133163,19,59,199,-0.371100783,-0.854291558,-1.731588364,4,59,199,1.206152201,7.948993206,0.835545599,-0.293275684,0.082227208,-0.023154922,-0.001562031,0.009501194,20,0.862052619,0.022371426,2.796648502,393.9806213,0.999001265,10.30468559,3.08E-06,-0.108825855,0.071724296,8.628029823,9.621735573,98.17053223,0.928010464,0.660335481,0.212879734,-80.26899,43.707112
71,5.68,3251.220215,-8.873225212,397.5922852,-0.576294839,-0.365162253,-0.402925283,-1.154327989,-0.159338847,-0.193333328,-0.821582913,-5.852322102,416.7883301,1778.682739,1677.412476,1238.431519,1087.985474,1087.5,1407.5,-0.005270996,0.738905013,0.267875344,-0.301275045,-3.506770372,-8.153158188,19,59,199,-0.586247444,-0.834367573,-1.706360221,5,59,199,0.276402175,7.94291544,0.830750287,-0.6582219,0.084624849,-0.045765989,-0.001737303,0.004372405,22.07106781,0.90447855,0.019601418,63.73668671,394.0010376,0.99898845,10.3639183,6.58E-06,-0.232086077,0.063738175,12.01881123,9.783617973,98.08409882,0.92802918,0.605280817,0.260672279,-80.268805,43.706996
